Year,FIPS Code,Type,Rate
2011,51161,Fatal Prescription Opioid Overdose,4.3
2011,51161,Neonatal Abstinance Syndrome,2.3
2011,51161,Reported Hepatitis C (18-30 year olds),144
2011,51163,Diagnosed HIV,4.5
2011,51163,ED Heroin Overdose,
2011,51163,ED Opioid Overdose,
2011,51163,EMS Narcan,4.5
2011,51163,Fatal Fentanyl and/or Heroin Overdose,8.9
2011,51163,Fatal Prescription Opioid Overdose,4.5
2011,51163,Neonatal Abstinance Syndrome,18.8
2011,51163,Reported Hepatitis C (18-30 year olds),65.6
2011,51165,Diagnosed HIV,1.3
2011,51165,ED Heroin Overdose,
2011,51165,ED Opioid Overdose,
2011,51165,EMS Narcan,10.4
2011,51165,Fatal Fentanyl and/or Heroin Overdose,1.3
2011,51165,Fatal Prescription Opioid Overdose,5.2
2011,51165,Neonatal Abstinance Syndrome,6.1
2011,51165,Reported Hepatitis C (18-30 year olds),127.1
2011,51167,Diagnosed HIV,0
2011,51167,ED Heroin Overdose,
2011,51167,ED Opioid Overdose,
2011,51167,EMS Narcan,45.2
2011,51167,Fatal Fentanyl and/or Heroin Overdose,0
2011,51167,Fatal Prescription Opioid Overdose,45.2
2011,51167,Neonatal Abstinance Syndrome,19
2011,51167,Reported Hepatitis C (18-30 year olds),686.8
2011,51169,Diagnosed HIV,0
2011,51169,ED Heroin Overdose,
2011,51169,ED Opioid Overdose,
2011,51169,EMS Narcan,38.9
2011,51169,Fatal Fentanyl and/or Heroin Overdose,4.3
2011,51169,Fatal Prescription Opioid Overdose,8.6
2011,51169,Neonatal Abstinance Syndrome,0
2011,51169,Reported Hepatitis C (18-30 year olds),518.5
2011,51171,Diagnosed HIV,4.7
2011,51171,ED Heroin Overdose,
2011,51171,ED Opioid Overdose,
2011,51171,EMS Narcan,14.2
2011,51171,Fatal Fentanyl and/or Heroin Overdose,2.4
2011,51171,Fatal Prescription Opioid Overdose,9.5
2011,51171,Neonatal Abstinance Syndrome,2.2
2011,51171,Reported Hepatitis C (18-30 year olds),17.1
2011,51173,Diagnosed HIV,3.1
2011,51173,ED Heroin Overdose,
2011,51173,ED Opioid Overdose,
2011,51173,EMS Narcan,21.9
2011,51173,Fatal Fentanyl and/or Heroin Overdose,0
2011,51173,Fatal Prescription Opioid Overdose,18.7
2011,51173,Neonatal Abstinance Syndrome,15.3
2011,51173,Reported Hepatitis C (18-30 year olds),288
2011,51175,Diagnosed HIV,5.4
2011,51175,ED Heroin Overdose,
2011,51175,ED Opioid Overdose,
2011,51175,EMS Narcan,21.7
2011,51175,Fatal Fentanyl and/or Heroin Overdose,0
2011,51175,Fatal Prescription Opioid Overdose,0
2011,51175,Neonatal Abstinance Syndrome,7.5
2011,51175,Reported Hepatitis C (18-30 year olds),79.6
2011,51177,Diagnosed HIV,4
2011,51177,ED Heroin Overdose,
2011,51177,ED Opioid Overdose,
2011,51177,EMS Narcan,17.7
2011,51177,Fatal Fentanyl and/or Heroin Overdose,0.8
2011,51177,Fatal Prescription Opioid Overdose,6.4
2011,51177,Neonatal Abstinance Syndrome,2.6
2011,51177,Reported Hepatitis C (18-30 year olds),40.4
2011,51179,Diagnosed HIV,7.6
2011,51179,ED Heroin Overdose,
2011,51179,ED Opioid Overdose,
2011,51179,EMS Narcan,18.9
2011,51179,Fatal Fentanyl and/or Heroin Overdose,0
2011,51179,Fatal Prescription Opioid Overdose,1.5
2011,51179,Neonatal Abstinance Syndrome,4.2
2011,51179,Reported Hepatitis C (18-30 year olds),86.8
2011,51181,Diagnosed HIV,14.4
2011,51181,ED Heroin Overdose,
2011,51181,ED Opioid Overdose,
2011,51181,EMS Narcan,14.4
2011,51181,Fatal Fentanyl and/or Heroin Overdose,0
2011,51181,Fatal Prescription Opioid Overdose,0
2011,51181,Neonatal Abstinance Syndrome,0
2011,51181,Reported Hepatitis C (18-30 year olds),0
2011,51183,Diagnosed HIV,16.5
2011,51183,ED Heroin Overdose,
2011,51183,ED Opioid Overdose,
2011,51183,EMS Narcan,41.4
2011,51183,Fatal Fentanyl and/or Heroin Overdose,8.3
2011,51183,Fatal Prescription Opioid Overdose,0
2011,51183,Neonatal Abstinance Syndrome,0
2011,51183,Reported Hepatitis C (18-30 year olds),159
2011,51185,Diagnosed HIV,4.5
2011,51185,ED Heroin Overdose,
2011,51185,ED Opioid Overdose,
2011,51185,EMS Narcan,40.3
2011,51185,Fatal Fentanyl and/or Heroin Overdose,0
2011,51185,Fatal Prescription Opioid Overdose,44.7
2011,51185,Neonatal Abstinance Syndrome,4.8
2011,51185,Reported Hepatitis C (18-30 year olds),656
2011,51187,Diagnosed HIV,0
2011,51187,ED Heroin Overdose,
2011,51187,ED Opioid Overdose,
2011,51187,EMS Narcan,7.9
2011,51187,Fatal Fentanyl and/or Heroin Overdose,5.3
2011,51187,Fatal Prescription Opioid Overdose,15.9
2011,51187,Neonatal Abstinance Syndrome,4.6
2011,51187,Reported Hepatitis C (18-30 year olds),34.6
2011,51191,Diagnosed HIV,3.6
2011,51191,ED Heroin Overdose,
2011,51191,ED Opioid Overdose,
2011,51191,EMS Narcan,3.6
2011,51191,Fatal Fentanyl and/or Heroin Overdose,0
2011,51191,Fatal Prescription Opioid Overdose,21.9
2011,51191,Neonatal Abstinance Syndrome,11.1
2011,51191,Reported Hepatitis C (18-30 year olds),377.8
2011,51193,Diagnosed HIV,5.7
2011,51193,ED Heroin Overdose,
2011,51193,ED Opioid Overdose,
2011,51193,EMS Narcan,5.7
2011,51193,Fatal Fentanyl and/or Heroin Overdose,0
2011,51193,Fatal Prescription Opioid Overdose,5.7
2011,51193,Neonatal Abstinance Syndrome,0
2011,51193,Reported Hepatitis C (18-30 year olds),40.9
2011,51195,Diagnosed HIV,0
2011,51195,ED Heroin Overdose,
2011,51195,ED Opioid Overdose,
2011,51195,EMS Narcan,14.4
2011,51195,Fatal Fentanyl and/or Heroin Overdose,0
2011,51195,Fatal Prescription Opioid Overdose,21.7
2011,51195,Neonatal Abstinance Syndrome,12.6
2011,51195,Reported Hepatitis C (18-30 year olds),361
2011,51197,Diagnosed HIV,0
2011,51197,ED Heroin Overdose,
2011,51197,ED Opioid Overdose,
2011,51197,EMS Narcan,13.7
2011,51197,Fatal Fentanyl and/or Heroin Overdose,0
2011,51197,Fatal Prescription Opioid Overdose,13.7
2011,51197,Neonatal Abstinance Syndrome,12.9
2011,51197,Reported Hepatitis C (18-30 year olds),76.3
2011,51199,Diagnosed HIV,6
2011,51199,ED Heroin Overdose,
2011,51199,ED Opioid Overdose,
2011,51199,EMS Narcan,0
2011,51199,Fatal Fentanyl and/or Heroin Overdose,3
2011,51199,Fatal Prescription Opioid Overdose,7.6
2011,51199,Neonatal Abstinance Syndrome,1.7
2011,51199,Reported Hepatitis C (18-30 year olds),19.7
2011,51510,Diagnosed HIV,29.8
2011,51510,ED Heroin Overdose,
2011,51510,ED Opioid Overdose,
2011,51510,EMS Narcan,0
2011,51510,Fatal Fentanyl and/or Heroin Overdose,0
2011,51510,Fatal Prescription Opioid Overdose,5.5
2011,51510,Neonatal Abstinance Syndrome,1.1
2011,51510,Reported Hepatitis C (18-30 year olds),16
2011,51520,Diagnosed HIV,5.6
2011,51520,ED Heroin Overdose,
2011,51520,ED Opioid Overdose,
2011,51520,EMS Narcan,45.1
2011,51520,Fatal Fentanyl and/or Heroin Overdose,0
2011,51520,Fatal Prescription Opioid Overdose,11.3
2011,51520,Neonatal Abstinance Syndrome,7
2011,51520,Reported Hepatitis C (18-30 year olds),327.9
2011,51530,Diagnosed HIV,0
2011,51530,ED Heroin Overdose,
2011,51530,ED Opioid Overdose,
2011,51530,EMS Narcan,0
2011,51530,Fatal Fentanyl and/or Heroin Overdose,0
2011,51530,Fatal Prescription Opioid Overdose,15.1
2011,51530,Neonatal Abstinance Syndrome,0
2011,51530,Reported Hepatitis C (18-30 year olds),0
2011,51540,Diagnosed HIV,18.4
2011,51540,ED Heroin Overdose,
2011,51540,ED Opioid Overdose,
2011,51540,EMS Narcan,2.3
2011,51540,Fatal Fentanyl and/or Heroin Overdose,0
2011,51540,Fatal Prescription Opioid Overdose,0
2011,51540,Neonatal Abstinance Syndrome,2
2011,51540,Reported Hepatitis C (18-30 year olds),5.5
2011,51550,Diagnosed HIV,13.3
2011,51550,ED Heroin Overdose,
2011,51550,ED Opioid Overdose,
2011,51550,EMS Narcan,12.4
2011,51550,Fatal Fentanyl and/or Heroin Overdose,1.8
2011,51550,Fatal Prescription Opioid Overdose,4.4
2011,51550,Neonatal Abstinance Syndrome,2.2
2011,51550,Reported Hepatitis C (18-30 year olds),28.6
2011,51570,Diagnosed HIV,5.7
2011,51570,ED Heroin Overdose,
2011,51570,ED Opioid Overdose,
2011,51570,EMS Narcan,5.7
2011,51570,Fatal Fentanyl and/or Heroin Overdose,0
2011,51570,Fatal Prescription Opioid Overdose,11.5
2011,51570,Neonatal Abstinance Syndrome,3.9
2011,51570,Reported Hepatitis C (18-30 year olds),74.7
2011,51580,Diagnosed HIV,16.8
2011,51580,ED Heroin Overdose,
2011,51580,ED Opioid Overdose,
2011,51580,EMS Narcan,33.7
2011,51580,Fatal Fentanyl and/or Heroin Overdose,0
2011,51580,Fatal Prescription Opioid Overdose,16.8
2011,51580,Neonatal Abstinance Syndrome,0
2011,51580,Reported Hepatitis C (18-30 year olds),0
2011,51590,Diagnosed HIV,18.7
2011,51590,ED Heroin Overdose,
2011,51590,ED Opioid Overdose,
2011,51590,EMS Narcan,28
2011,51590,Fatal Fentanyl and/or Heroin Overdose,0
2011,51590,Fatal Prescription Opioid Overdose,7
2011,51590,Neonatal Abstinance Syndrome,1.7
2011,51590,Reported Hepatitis C (18-30 year olds),56
2011,51595,Diagnosed HIV,0
2011,51595,ED Heroin Overdose,
2011,51595,ED Opioid Overdose,
2011,51595,EMS Narcan,0
2011,51595,Fatal Fentanyl and/or Heroin Overdose,0
2011,51595,Fatal Prescription Opioid Overdose,0
2011,51595,Neonatal Abstinance Syndrome,0
2011,51595,Reported Hepatitis C (18-30 year olds),0
2011,51600,Diagnosed HIV,8.9
2011,51600,ED Heroin Overdose,
2011,51600,ED Opioid Overdose,
2011,51600,EMS Narcan,17.7
2011,51600,Fatal Fentanyl and/or Heroin Overdose,0
2011,51600,Fatal Prescription Opioid Overdose,0
2011,51600,Neonatal Abstinance Syndrome,0
2011,51600,Reported Hepatitis C (18-30 year olds),0
2011,51610,Diagnosed HIV,7.8
2011,51610,ED Heroin Overdose,
2011,51610,ED Opioid Overdose,
2011,51610,EMS Narcan,0
2011,51610,Fatal Fentanyl and/or Heroin Overdose,0
2011,51610,Fatal Prescription Opioid Overdose,7.8
2011,51610,Neonatal Abstinance Syndrome,0
2011,51610,Reported Hepatitis C (18-30 year olds),107.9
2011,51620,Diagnosed HIV,0
2011,51620,ED Heroin Overdose,
2011,51620,ED Opioid Overdose,
2011,51620,EMS Narcan,34.9
2011,51620,Fatal Fentanyl and/or Heroin Overdose,0
2011,51620,Fatal Prescription Opioid Overdose,0
2011,51620,Neonatal Abstinance Syndrome,0
2011,51620,Reported Hepatitis C (18-30 year olds),0
2011,51630,Diagnosed HIV,7.8
2011,51630,ED Heroin Overdose,
2011,51630,ED Opioid Overdose,
2011,51630,EMS Narcan,11.7
2011,51630,Fatal Fentanyl and/or Heroin Overdose,0
2011,51630,Fatal Prescription Opioid Overdose,7.8
2011,51630,Neonatal Abstinance Syndrome,7.3
2011,51630,Reported Hepatitis C (18-30 year olds),133.1
2011,51640,Diagnosed HIV,0
2011,51640,ED Heroin Overdose,
2011,51640,ED Opioid Overdose,
2011,51640,EMS Narcan,114.6
2011,51640,Fatal Fentanyl and/or Heroin Overdose,0
2011,51640,Fatal Prescription Opioid Overdose,14.3
2011,51640,Neonatal Abstinance Syndrome,0
2011,51640,Reported Hepatitis C (18-30 year olds),202.2
2011,51650,Diagnosed HIV,15.4
2011,51650,ED Heroin Overdose,
2011,51650,ED Opioid Overdose,
2011,51650,EMS Narcan,0
2011,51650,Fatal Fentanyl and/or Heroin Overdose,2.9
2011,51650,Fatal Prescription Opioid Overdose,5.9
2011,51650,Neonatal Abstinance Syndrome,1.7
2011,51650,Reported Hepatitis C (18-30 year olds),30.1
2011,51660,Diagnosed HIV,2
2011,51660,ED Heroin Overdose,
2011,51660,ED Opioid Overdose,
2011,51660,EMS Narcan,4
2011,51660,Fatal Fentanyl and/or Heroin Overdose,2
2011,51660,Fatal Prescription Opioid Overdose,2
2011,51660,Neonatal Abstinance Syndrome,0
2011,51660,Reported Hepatitis C (18-30 year olds),8
2011,51670,Diagnosed HIV,8.9
2011,51670,ED Heroin Overdose,
2011,51670,ED Opioid Overdose,
2011,51670,EMS Narcan,31
2011,51670,Fatal Fentanyl and/or Heroin Overdose,0
2011,51670,Fatal Prescription Opioid Overdose,0
2011,51670,Neonatal Abstinance Syndrome,8.8
2011,51670,Reported Hepatitis C (18-30 year olds),143.5
2011,51678,Diagnosed HIV,0
2011,51678,ED Heroin Overdose,
2011,51678,ED Opioid Overdose,
2011,51678,EMS Narcan,42.9
2011,51678,Fatal Fentanyl and/or Heroin Overdose,0
2011,51678,Fatal Prescription Opioid Overdose,0
2011,51678,Neonatal Abstinance Syndrome,0
2011,51678,Reported Hepatitis C (18-30 year olds),0
2011,51680,Diagnosed HIV,6.5
2011,51680,ED Heroin Overdose,
2011,51680,ED Opioid Overdose,
2011,51680,EMS Narcan,0
2011,51680,Fatal Fentanyl and/or Heroin Overdose,0
2011,51680,Fatal Prescription Opioid Overdose,2.6
2011,51680,Neonatal Abstinance Syndrome,0
2011,51680,Reported Hepatitis C (18-30 year olds),25.3
2011,51683,Diagnosed HIV,2.5
2011,51683,ED Heroin Overdose,
2011,51683,ED Opioid Overdose,
2011,51683,EMS Narcan,17.8
2011,51683,Fatal Fentanyl and/or Heroin Overdose,0
2011,51683,Fatal Prescription Opioid Overdose,5.1
2011,51683,Neonatal Abstinance Syndrome,1.4
2011,51683,Reported Hepatitis C (18-30 year olds),0
2011,51685,Diagnosed HIV,0
2011,51685,ED Heroin Overdose,
2011,51685,ED Opioid Overdose,
2011,51685,EMS Narcan,26.1
2011,51685,Fatal Fentanyl and/or Heroin Overdose,6.5
2011,51685,Fatal Prescription Opioid Overdose,0
2011,51685,Neonatal Abstinance Syndrome,15.2
2011,51685,Reported Hepatitis C (18-30 year olds),30.5
2011,51690,Diagnosed HIV,14.8
2011,51690,ED Heroin Overdose,
2011,51690,ED Opioid Overdose,
2011,51690,EMS Narcan,66.4
2011,51690,Fatal Fentanyl and/or Heroin Overdose,0
2011,51690,Fatal Prescription Opioid Overdose,0
2011,51690,Neonatal Abstinance Syndrome,11.3
2011,51690,Reported Hepatitis C (18-30 year olds),0
2011,51700,Diagnosed HIV,26.7
2011,51700,ED Heroin Overdose,
2011,51700,ED Opioid Overdose,
2011,51700,EMS Narcan,3.9
2011,51700,Fatal Fentanyl and/or Heroin Overdose,1.7
2011,51700,Fatal Prescription Opioid Overdose,4.5
2011,51700,Neonatal Abstinance Syndrome,2.3
2011,51700,Reported Hepatitis C (18-30 year olds),42.2
2011,51710,Diagnosed HIV,38.7
2011,51710,ED Heroin Overdose,
2011,51710,ED Opioid Overdose,
2011,51710,EMS Narcan,0
2011,51710,Fatal Fentanyl and/or Heroin Overdose,4.5
2011,51710,Fatal Prescription Opioid Overdose,7.4
2011,51710,Neonatal Abstinance Syndrome,1.9
2011,51710,Reported Hepatitis C (18-30 year olds),14.5
2011,51720,Diagnosed HIV,0
2011,51720,ED Heroin Overdose,
2011,51720,ED Opioid Overdose,
2011,51720,EMS Narcan,24.7
2011,51720,Fatal Fentanyl and/or Heroin Overdose,0
2011,51720,Fatal Prescription Opioid Overdose,0
2011,51720,Neonatal Abstinance Syndrome,0
2011,51720,Reported Hepatitis C (18-30 year olds),134.2
2011,51730,Diagnosed HIV,34
2011,51730,ED Heroin Overdose,
2011,51730,ED Opioid Overdose,
2011,51730,EMS Narcan,24.7
2011,51730,Fatal Fentanyl and/or Heroin Overdose,0
2011,51730,Fatal Prescription Opioid Overdose,3.1
2011,51730,Neonatal Abstinance Syndrome,1.5
2011,51730,Reported Hepatitis C (18-30 year olds),61.5
2011,51735,Diagnosed HIV,0
2011,51735,ED Heroin Overdose,
2011,51735,ED Opioid Overdose,
2011,51735,EMS Narcan,41.7
2011,51735,Fatal Fentanyl and/or Heroin Overdose,0
2011,51735,Fatal Prescription Opioid Overdose,0
2011,51735,Neonatal Abstinance Syndrome,0
2011,51735,Reported Hepatitis C (18-30 year olds),0
2011,51740,Diagnosed HIV,21.9
2011,51740,ED Heroin Overdose,
2011,51740,ED Opioid Overdose,
2011,51740,EMS Narcan,0
2011,51740,Fatal Fentanyl and/or Heroin Overdose,6.3
2011,51740,Fatal Prescription Opioid Overdose,5.2
2011,51740,Neonatal Abstinance Syndrome,3.8
2011,51740,Reported Hepatitis C (18-30 year olds),51.2
2011,51750,Diagnosed HIV,6.1
2011,51750,ED Heroin Overdose,
2011,51750,ED Opioid Overdose,
2011,51750,EMS Narcan,0
2011,51750,Fatal Fentanyl and/or Heroin Overdose,0
2011,51750,Fatal Prescription Opioid Overdose,6.1
2011,51750,Neonatal Abstinance Syndrome,7.4
2011,51750,Reported Hepatitis C (18-30 year olds),11.1
2011,51760,Diagnosed HIV,50.6
2011,51760,ED Heroin Overdose,
2011,51760,ED Opioid Overdose,
2011,51760,EMS Narcan,0.5
2011,51760,Fatal Fentanyl and/or Heroin Overdose,8.8
2011,51760,Fatal Prescription Opioid Overdose,8.8
2011,51760,Neonatal Abstinance Syndrome,5.4
2011,51760,Reported Hepatitis C (18-30 year olds),26.9
2011,51770,Diagnosed HIV,14.5
2011,51770,ED Heroin Overdose,
2011,51770,ED Opioid Overdose,
2011,51770,EMS Narcan,27.9
2011,51770,Fatal Fentanyl and/or Heroin Overdose,4.1
2011,51770,Fatal Prescription Opioid Overdose,10.3
2011,51770,Neonatal Abstinance Syndrome,6.7
2011,51770,Reported Hepatitis C (18-30 year olds),34.5
2011,51775,Diagnosed HIV,8
2011,51775,ED Heroin Overdose,
2011,51775,ED Opioid Overdose,
2011,51775,EMS Narcan,36.1
2011,51775,Fatal Fentanyl and/or Heroin Overdose,0
2011,51775,Fatal Prescription Opioid Overdose,8
2011,51775,Neonatal Abstinance Syndrome,0
2011,51775,Reported Hepatitis C (18-30 year olds),0
2011,51790,Diagnosed HIV,0
2011,51790,ED Heroin Overdose,
2011,51790,ED Opioid Overdose,
2011,51790,EMS Narcan,29.5
2011,51790,Fatal Fentanyl and/or Heroin Overdose,0
2011,51790,Fatal Prescription Opioid Overdose,12.6
2011,51790,Neonatal Abstinance Syndrome,5.9
2011,51790,Reported Hepatitis C (18-30 year olds),72.3
2011,51800,Diagnosed HIV,16.5
2011,51800,ED Heroin Overdose,
2011,51800,ED Opioid Overdose,
2011,51800,EMS Narcan,0
2011,51800,Fatal Fentanyl and/or Heroin Overdose,3.5
2011,51800,Fatal Prescription Opioid Overdose,3.5
2011,51800,Neonatal Abstinance Syndrome,0
2011,51800,Reported Hepatitis C (18-30 year olds),7.7
2011,51810,Diagnosed HIV,13.8
2011,51810,ED Heroin Overdose,
2011,51810,ED Opioid Overdose,
2011,51810,EMS Narcan,9.7
2011,51810,Fatal Fentanyl and/or Heroin Overdose,2.3
2011,51810,Fatal Prescription Opioid Overdose,5
2011,51810,Neonatal Abstinance Syndrome,0.8
2011,51810,Reported Hepatitis C (18-30 year olds),36.7
2011,51820,Diagnosed HIV,14.1
2011,51820,ED Heroin Overdose,
2011,51820,ED Opioid Overdose,
2011,51820,EMS Narcan,28.2
2011,51820,Fatal Fentanyl and/or Heroin Overdose,0
2011,51820,Fatal Prescription Opioid Overdose,0
2011,51820,Neonatal Abstinance Syndrome,10.9
2011,51820,Reported Hepatitis C (18-30 year olds),139.6
2011,51830,Diagnosed HIV,13.8
2011,51830,ED Heroin Overdose,
2011,51830,ED Opioid Overdose,
2011,51830,EMS Narcan,13.8
2011,51830,Fatal Fentanyl and/or Heroin Overdose,0
2011,51830,Fatal Prescription Opioid Overdose,0
2011,51830,Neonatal Abstinance Syndrome,0
2011,51830,Reported Hepatitis C (18-30 year olds),13.8
2011,51840,Diagnosed HIV,30.1
2011,51840,ED Heroin Overdose,
2011,51840,ED Opioid Overdose,
2011,51840,EMS Narcan,79
2011,51840,Fatal Fentanyl and/or Heroin Overdose,3.8
2011,51840,Fatal Prescription Opioid Overdose,18.8
2011,51840,Neonatal Abstinance Syndrome,5
2011,51840,Reported Hepatitis C (18-30 year olds),137
2012,51001,Diagnosed HIV,6
2012,51001,ED Heroin Overdose,
2012,51001,ED Opioid Overdose,
2012,51001,EMS Narcan,18
2012,51001,Fatal Fentanyl and/or Heroin Overdose,3
2012,51001,Fatal Prescription Opioid Overdose,12
2012,51001,Neonatal Abstinance Syndrome,0
2012,51001,Reported Hepatitis C (18-30 year olds),0
2012,51003,Diagnosed HIV,4.9
2012,51003,ED Heroin Overdose,
2012,51003,ED Opioid Overdose,
2012,51003,EMS Narcan,6.8
2012,51003,Fatal Fentanyl and/or Heroin Overdose,0
2012,51003,Fatal Prescription Opioid Overdose,2
2012,51003,Neonatal Abstinance Syndrome,0.9
2012,51003,Reported Hepatitis C (18-30 year olds),4.8
2012,51005,Diagnosed HIV,0
2012,51005,ED Heroin Overdose,
2012,51005,ED Opioid Overdose,
2012,51005,EMS Narcan,24.6
2012,51005,Fatal Fentanyl and/or Heroin Overdose,6.2
2012,51005,Fatal Prescription Opioid Overdose,12.3
2012,51005,Neonatal Abstinance Syndrome,0
2012,51005,Reported Hepatitis C (18-30 year olds),0
2012,51007,Diagnosed HIV,15.7
2012,51007,ED Heroin Overdose,
2012,51007,ED Opioid Overdose,
2012,51007,EMS Narcan,15.7
2012,51007,Fatal Fentanyl and/or Heroin Overdose,0
2012,51007,Fatal Prescription Opioid Overdose,7.8
2012,51007,Neonatal Abstinance Syndrome,0
2012,51007,Reported Hepatitis C (18-30 year olds),55.6
2012,51009,Diagnosed HIV,6.2
2012,51009,ED Heroin Overdose,
2012,51009,ED Opioid Overdose,
2012,51009,EMS Narcan,0
2012,51009,Fatal Fentanyl and/or Heroin Overdose,3.1
2012,51009,Fatal Prescription Opioid Overdose,6.2
2012,51009,Neonatal Abstinance Syndrome,6.3
2012,51009,Reported Hepatitis C (18-30 year olds),38.3
2012,51011,Diagnosed HIV,13.2
2012,51011,ED Heroin Overdose,
2012,51011,ED Opioid Overdose,
2012,51011,EMS Narcan,6.6
2012,51011,Fatal Fentanyl and/or Heroin Overdose,0
2012,51011,Fatal Prescription Opioid Overdose,0
2012,51011,Neonatal Abstinance Syndrome,5.6
2012,51011,Reported Hepatitis C (18-30 year olds),0
2012,51013,Diagnosed HIV,19
2012,51013,ED Heroin Overdose,
2012,51013,ED Opioid Overdose,
2012,51013,EMS Narcan,0
2012,51013,Fatal Fentanyl and/or Heroin Overdose,1.4
2012,51013,Fatal Prescription Opioid Overdose,2.7
2012,51013,Neonatal Abstinance Syndrome,0.6
2012,51013,Reported Hepatitis C (18-30 year olds),15
2012,51015,Diagnosed HIV,0
2012,51015,ED Heroin Overdose,
2012,51015,ED Opioid Overdose,
2012,51015,EMS Narcan,4.1
2012,51015,Fatal Fentanyl and/or Heroin Overdose,2.7
2012,51015,Fatal Prescription Opioid Overdose,13.6
2012,51015,Neonatal Abstinance Syndrome,3.3
2012,51015,Reported Hepatitis C (18-30 year olds),145.7
2012,51017,Diagnosed HIV,0
2012,51017,ED Heroin Overdose,
2012,51017,ED Opioid Overdose,
2012,51017,EMS Narcan,0
2012,51017,Fatal Fentanyl and/or Heroin Overdose,21.5
2012,51017,Fatal Prescription Opioid Overdose,0
2012,51017,Neonatal Abstinance Syndrome,0
2012,51017,Reported Hepatitis C (18-30 year olds),343.6
2012,51019,Diagnosed HIV,1.3
2012,51019,ED Heroin Overdose,
2012,51019,ED Opioid Overdose,
2012,51019,EMS Narcan,0
2012,51019,Fatal Fentanyl and/or Heroin Overdose,2.6
2012,51019,Fatal Prescription Opioid Overdose,5.3
2012,51019,Neonatal Abstinance Syndrome,0
